type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2024-03-02 04:20:10,11.16153833,123.70975833,1.70,59.300,,2.743,259,50,67,,
T,2024-03-02 04:20:11,11.16153500,123.70973500,1.70,59.200,,2.794,259,50,67,,
T,2024-03-02 04:20:12,11.16153000,123.70970833,1.90,59.100,,2.838,260,50,67,,
T,2024-03-02 04:20:13,11.16152500,123.70968167,1.80,58.800,,2.901,258,51,67,,
T,2024-03-02 04:20:14,11.16151833,123.70965333,2.00,58.700,,2.950,258,50,67,,
T,2024-03-02 04:20:15,11.16151333,123.70962500,2.10,58.600,,2.975,259,50,67,,
T,2024-03-02 04:20:16,11.16150833,123.70959833,2.20,58.600,,3.008,260,51,67,,
T,2024-03-02 04:20:17,11.16150167,123.70957167,1.90,58.600,,3.033,261,50,67,,
T,2024-03-02 04:20:18,11.16149667,123.70954333,2.00,58.700,,3.064,261,51,67,,
T,2024-03-02 04:20:19,11.16149167,123.70951500,2.10,58.600,,3.082,260,51,67,,
T,2024-03-02 04:20:20,11.16148500,123.70948667,1.90,58.800,,3.091,260,50,67,,
T,2024-03-02 04:20:21,11.16147500,123.70945667,1.80,59.100,,3.111,260,52,67,,
T,2024-03-02 04:20:22,11.16147167,123.70942667,1.80,59.400,,3.135,260,52,67,,
T,2024-03-02 04:20:23,11.16146833,123.70939833,1.80,59.200,,3.150,262,50,67,,
T,2024-03-02 04:20:24,11.16146667,123.70936833,1.80,59.100,,3.159,263,50,67,,
T,2024-03-02 04:20:25,11.16146500,123.70934333,1.80,58.700,,3.187,265,50,67,,
T,2024-03-02 04:20:26,11.16146333,123.70931333,1.80,58.700,,3.199,266,50,67,,
T,2024-03-02 04:20:27,11.16146167,123.70928500,1.80,58.400,,3.221,266,49,67,,
T,2024-03-02 04:20:28,11.16146000,123.70925667,1.80,58.100,,3.220,266,50,67,,
T,2024-03-02 04:20:29,11.16145500,123.70923000,1.70,58.000,,3.210,268,50,67,,
T,2024-03-02 04:20:30,11.16145500,123.70920000,1.80,57.600,,3.220,265,50,67,,
T,2024-03-02 04:20:31,11.16145667,123.70916833,1.80,57.500,,3.221,267,49,67,,
T,2024-03-02 04:20:32,11.16145667,123.70914000,1.90,57.500,,3.228,267,48,67,,
T,2024-03-02 04:20:33,11.16145500,123.70911000,1.90,57.600,,3.237,268,47,67,,
T,2024-03-02 04:20:34,11.16145500,123.70908000,2.10,57.600,,3.252,267,47,67,,
T,2024-03-02 04:20:35,11.16145167,123.70905000,2.20,57.500,,3.275,266,47,67,,
T,2024-03-02 04:20:36,11.16145000,123.70902000,2.30,57.500,,3.291,266,47,67,,
T,2024-03-02 04:20:37,11.16144500,123.70899000,2.00,57.500,,3.261,268,45,67,,
T,2024-03-02 04:20:38,11.16144333,123.70896167,2.20,57.500,,3.262,266,44,67,,
T,2024-03-02 04:20:39,11.16144167,123.70893000,2.00,57.600,,3.308,264,43,67,,
T,2024-03-02 04:20:40,11.16143833,123.70889833,2.10,57.600,,3.326,265,46,67,,
T,2024-03-02 04:20:41,11.16143667,123.70886167,1.90,57.700,,3.392,263,45,67,,
T,2024-03-02 04:20:42,11.16143500,123.70883000,2.10,57.400,,3.376,267,46,67,,
T,2024-03-02 04:20:43,11.16143333,123.70879833,2.20,57.100,,3.377,265,47,67,,
T,2024-03-02 04:20:44,11.16143500,123.70876833,1.90,56.800,,3.383,265,47,67,,
T,2024-03-02 04:20:45,11.16143167,123.70873667,1.80,56.400,,3.376,266,48,67,,
T,2024-03-02 04:20:46,11.16143000,123.70870833,1.80,56.600,,3.362,265,49,67,,
T,2024-03-02 04:20:47,11.16143000,123.70868333,1.70,57.100,,3.387,264,51,67,,
T,2024-03-02 04:20:48,11.16142833,123.70865167,1.90,57.100,,3.419,266,51,67,,
T,2024-03-02 04:20:49,11.16142833,123.70862000,1.90,57.200,,3.380,269,51,67,,
T,2024-03-02 04:20:50,11.16142833,123.70858167,1.70,56.800,,3.367,267,52,67,,
T,2024-03-02 04:20:51,11.16142667,123.70855167,1.60,56.900,,3.327,267,54,67,,
T,2024-03-02 04:20:52,11.16142667,123.70852167,1.50,57.100,,3.346,266,54,67,,
T,2024-03-02 04:20:53,11.16142167,123.70849167,1.60,57.600,,3.342,266,53,67,,
T,2024-03-02 04:20:54,11.16141833,123.70846000,1.80,59.600,,3.341,267,54,67,,
T,2024-03-02 04:20:55,11.16141333,123.70843000,2.00,61.900,,3.349,265,53,67,,
T,2024-03-02 04:20:56,11.16140667,123.70840000,2.20,64.000,,3.377,266,52,67,,
T,2024-03-02 04:20:57,11.16140000,123.70836667,2.30,66.600,,3.399,267,52,67,,
T,2024-03-02 04:20:58,11.16139500,123.70833500,2.40,69.400,,3.399,267,52,67,,
T,2024-03-02 04:20:59,11.16139000,123.70830000,2.40,71.900,,3.437,266,53,67,,
T,2024-03-02 04:21:00,11.16138833,123.70826667,2.30,71.000,,3.596,262,52,67,,
T,2024-03-02 04:21:01,11.16138333,123.70822333,2.60,69.000,,3.594,268,51,67,,
T,2024-03-02 04:21:02,11.16138500,123.70819167,2.40,67.300,,3.611,270,51,67,,
T,2024-03-02 04:21:03,11.16138833,123.70815833,2.30,65.900,,3.642,267,51,67,,
T,2024-03-02 04:21:04,11.16138833,123.70812667,2.20,64.600,,3.653,267,52,67,,
T,2024-03-02 04:21:05,11.16139500,123.70810167,1.70,61.800,,3.672,267,52,67,,
T,2024-03-02 04:21:06,11.16139333,123.70806833,2.00,61.500,,3.693,269,52,67,,
T,2024-03-02 04:21:07,11.16139333,123.70803500,2.10,61.200,,3.735,267,51,67,,
T,2024-03-02 04:21:08,11.16139500,123.70800167,2.20,61.000,,3.742,271,51,67,,
T,2024-03-02 04:21:09,11.16139833,123.70796833,2.20,60.800,,3.744,269,51,67,,
T,2024-03-02 04:21:10,11.16140167,123.70793833,2.30,60.600,,3.611,276,50,67,,
T,2024-03-02 04:21:11,11.16140500,123.70790667,2.30,60.400,,3.618,276,50,67,,
T,2024-03-02 04:21:12,11.16140833,123.70787500,2.20,60.300,,3.615,277,49,67,,
T,2024-03-02 04:21:13,11.16141333,123.70784500,2.20,59.900,,3.605,279,50,67,,
T,2024-03-02 04:21:14,11.16141833,123.70781167,2.00,59.600,,3.606,280,50,67,,
T,2024-03-02 04:21:15,11.16142333,123.70778000,1.90,59.300,,3.605,281,50,67,,
T,2024-03-02 04:21:16,11.16143000,123.70774833,2.00,59.000,,3.586,282,50,67,,
T,2024-03-02 04:21:17,11.16143667,123.70771667,2.10,58.800,,3.560,282,50,67,,
T,2024-03-02 04:21:18,11.16144500,123.70768500,2.10,58.500,,3.556,282,50,67,,
T,2024-03-02 04:21:19,11.16145167,123.70765167,2.20,58.500,,3.535,278,50,67,,
T,2024-03-02 04:21:20,11.16145500,123.70762167,2.30,58.800,,3.503,280,51,67,,
T,2024-03-02 04:21:21,11.16145833,123.70759333,2.40,58.900,,3.446,278,51,67,,
T,2024-03-02 04:21:22,11.16146167,123.70757000,2.40,59.100,,3.422,282,52,67,,
T,2024-03-02 04:21:23,11.16147000,123.70753500,2.00,58.600,,3.412,285,52,67,,
T,2024-03-02 04:21:24,11.16147833,123.70750333,2.20,58.600,,3.422,283,51,67,,
T,2024-03-02 04:21:25,11.16148667,123.70746667,2.20,58.500,,3.434,282,51,67,,
T,2024-03-02 04:21:26,11.16149333,123.70743500,2.20,58.600,,3.445,283,49,67,,
T,2024-03-02 04:21:27,11.16149833,123.70740333,2.30,58.900,,3.427,283,48,67,,
T,2024-03-02 04:21:28,11.16150500,123.70737167,2.30,59.000,,3.426,282,49,67,,
T,2024-03-02 04:21:29,11.16151333,123.70734167,2.30,59.100,,3.444,283,49,67,,
T,2024-03-02 04:21:30,11.16152000,123.70731000,2.30,59.200,,3.458,283,50,67,,
T,2024-03-02 04:21:31,11.16152667,123.70728167,2.30,59.500,,3.501,282,50,67,,
T,2024-03-02 04:21:32,11.16153667,123.70725167,1.80,59.600,,3.500,282,51,67,,
T,2024-03-02 04:21:33,11.16154333,123.70722167,1.70,59.400,,3.498,281,51,67,,
T,2024-03-02 04:21:34,11.16155167,123.70719167,1.70,59.000,,3.470,281,51,67,,
T,2024-03-02 04:21:35,11.16155833,123.70716000,1.70,59.000,,3.443,281,50,67,,
T,2024-03-02 04:21:36,11.16156500,123.70712833,1.70,58.800,,3.432,280,50,67,,
T,2024-03-02 04:21:37,11.16157167,123.70710000,1.70,58.800,,3.438,280,50,67,,
T,2024-03-02 04:21:38,11.16157500,123.70706833,1.70,58.900,,3.434,280,50,67,,
T,2024-03-02 04:21:39,11.16158000,123.70703667,1.70,58.800,,3.433,280,49,67,,
T,2024-03-02 04:21:40,11.16158500,123.70700333,1.90,58.600,,3.457,279,49,67,,
T,2024-03-02 04:21:41,11.16159000,123.70697167,2.00,58.500,,3.477,280,50,67,,
T,2024-03-02 04:21:42,11.16159667,123.70694000,2.10,58.400,,3.504,280,50,67,,
T,2024-03-02 04:21:43,11.16160333,123.70690833,2.20,58.400,,3.515,281,50,67,,
T,2024-03-02 04:21:44,11.16161000,123.70687833,2.20,58.300,,3.518,280,50,67,,
T,2024-03-02 04:21:45,11.16161500,123.70685000,2.20,58.300,,3.525,281,50,67,,
T,2024-03-02 04:21:46,11.16162000,123.70682167,2.20,58.300,,3.520,280,50,67,,
T,2024-03-02 04:21:47,11.16162667,123.70679167,2.20,58.200,,3.515,280,50,67,,
T,2024-03-02 04:21:48,11.16163167,123.70676167,2.30,58.200,,3.501,280,50,67,,
T,2024-03-02 04:21:49,11.16163667,123.70672833,2.30,57.900,,3.504,279,51,67,,
T,2024-03-02 04:21:50,11.16164333,123.70669667,2.30,57.900,,3.483,278,50,67,,
T,2024-03-02 04:21:51,11.16164833,123.70666500,2.30,57.700,,3.473,279,50,67,,
T,2024-03-02 04:21:52,11.16165333,123.70663333,2.20,57.700,,3.458,278,50,67,,
T,2024-03-02 04:21:53,11.16165833,123.70660167,2.30,57.400,,3.437,278,50,67,,
T,2024-03-02 04:21:54,11.16166333,123.70657167,2.30,57.100,,3.421,278,51,67,,
T,2024-03-02 04:21:55,11.16166667,123.70654167,2.30,57.000,,3.410,277,51,67,,
T,2024-03-02 04:21:56,11.16166667,123.70650833,2.20,56.800,,3.408,279,51,67,,
T,2024-03-02 04:21:57,11.16167167,123.70647500,2.20,56.700,,3.407,279,50,67,,
T,2024-03-02 04:21:58,11.16167667,123.70644500,2.20,56.600,,3.413,280,50,67,,
T,2024-03-02 04:21:59,11.16168167,123.70641500,2.30,56.400,,3.405,279,50,67,,
T,2024-03-02 04:22:00,11.16168833,123.70638667,2.30,56.300,,3.398,283,50,68,,
T,2024-03-02 04:22:01,11.16169667,123.70635667,2.30,56.300,,3.385,285,51,68,,
T,2024-03-02 04:22:02,11.16170667,123.70632667,2.30,56.000,,3.386,288,52,68,,
T,2024-03-02 04:22:03,11.16171667,123.70629667,2.30,55.800,,3.378,292,50,68,,
T,2024-03-02 04:22:04,11.16172833,123.70627000,2.30,55.800,,3.383,294,50,68,,
T,2024-03-02 04:22:05,11.16174000,123.70624500,2.30,56.200,,3.389,293,50,68,,
T,2024-03-02 04:22:06,11.16175167,123.70621833,2.30,56.500,,3.390,295,48,68,,
T,2024-03-02 04:22:07,11.16176500,123.70619167,2.30,56.800,,3.377,298,48,68,,
T,2024-03-02 04:22:08,11.16178167,123.70616500,2.30,56.500,,3.361,300,50,68,,
T,2024-03-02 04:22:09,11.16179667,123.70614000,2.30,56.300,,3.339,302,50,68,,
T,2024-03-02 04:22:10,11.16181500,123.70611667,2.30,56.300,,3.337,303,50,68,,
T,2024-03-02 04:22:11,11.16183167,123.70609333,2.30,56.600,,3.332,304,51,68,,
T,2024-03-02 04:22:12,11.16184667,123.70606833,2.30,56.800,,3.313,306,51,68,,
T,2024-03-02 04:22:13,11.16186500,123.70604500,2.30,56.800,,3.324,306,51,68,,
T,2024-03-02 04:22:14,11.16188333,123.70602500,2.30,56.900,,3.321,308,51,68,,
T,2024-03-02 04:22:15,11.16190000,123.70600167,2.30,56.800,,3.293,308,51,68,,
T,2024-03-02 04:22:16,11.16191667,123.70598167,2.30,56.600,,3.251,309,52,68,,
T,2024-03-02 04:22:17,11.16193167,123.70596167,2.30,57.200,,3.226,311,51,68,,
T,2024-03-02 04:22:18,11.16195000,123.70594167,2.30,57.700,,3.221,312,51,68,,
T,2024-03-02 04:22:19,11.16196667,123.70592167,2.30,58.300,,3.208,314,51,68,,
T,2024-03-02 04:22:20,11.16198667,123.70590167,2.30,58.900,,3.201,316,52,68,,
T,2024-03-02 04:22:21,11.16200833,123.70588167,2.30,59.300,,3.191,318,52,68,,
T,2024-03-02 04:22:22,11.16203000,123.70586167,2.30,59.700,,3.195,320,52,68,,
T,2024-03-02 04:22:23,11.16205333,123.70584167,2.30,60.000,,3.171,323,50,68,,
T,2024-03-02 04:22:24,11.16207500,123.70582500,2.30,60.100,,3.149,324,50,68,,
T,2024-03-02 04:22:25,11.16209833,123.70580833,2.30,60.100,,3.145,327,50,68,,
T,2024-03-02 04:22:26,11.16212500,123.70579167,2.30,60.000,,3.169,330,51,68,,
T,2024-03-02 04:22:27,11.16215167,123.70577500,2.30,59.900,,3.177,331,51,68,,
T,2024-03-02 04:22:28,11.16217833,123.70576167,2.30,59.800,,3.177,332,50,68,,
T,2024-03-02 04:22:29,11.16220500,123.70574667,2.30,59.600,,3.184,333,50,68,,
T,2024-03-02 04:22:30,11.16223167,123.70573333,2.30,59.400,,3.172,335,50,68,,
T,2024-03-02 04:22:31,11.16226000,123.70572000,2.30,59.200,,3.178,333,51,68,,
T,2024-03-02 04:22:32,11.16229167,123.70570500,2.30,59.100,,3.180,333,51,68,,
T,2024-03-02 04:22:33,11.16232333,123.70568833,2.30,59.100,,3.207,334,51,68,,
T,2024-03-02 04:22:34,11.16235167,123.70567500,2.30,58.900,,3.220,336,51,68,,
T,2024-03-02 04:22:35,11.16237667,123.70566333,2.30,58.800,,3.232,336,51,68,,
T,2024-03-02 04:22:36,11.16240167,123.70565333,2.30,58.500,,3.242,337,51,68,,
T,2024-03-02 04:22:37,11.16242500,123.70564333,2.30,58.400,,3.244,338,50,68,,
T,2024-03-02 04:22:38,11.16245000,123.70563333,2.30,58.200,,3.245,338,50,68,,
T,2024-03-02 04:22:39,11.16247667,123.70562167,2.30,58.100,,3.232,338,50,68,,
T,2024-03-02 04:22:40,11.16250500,123.70561000,2.30,58.300,,3.229,337,50,68,,
T,2024-03-02 04:22:41,11.16253667,123.70559833,2.30,58.300,,3.218,337,49,68,,
T,2024-03-02 04:22:42,11.16256167,123.70558667,2.30,58.300,,3.207,338,49,68,,
T,2024-03-02 04:22:43,11.16259000,123.70557833,2.30,58.600,,3.177,338,50,68,,
T,2024-03-02 04:22:44,11.16261667,123.70557000,2.30,58.700,,3.170,337,50,68,,
T,2024-03-02 04:22:45,11.16264000,123.70556333,2.30,58.800,,3.168,336,51,68,,
T,2024-03-02 04:22:46,11.16266500,123.70555500,2.30,58.900,,3.148,337,51,68,,
T,2024-03-02 04:22:47,11.16269167,123.70554667,2.30,59.100,,3.143,336,51,68,,
T,2024-03-02 04:22:48,11.16271833,123.70553667,2.30,59.200,,3.127,336,51,68,,
T,2024-03-02 04:22:49,11.16274500,123.70552667,2.30,59.200,,3.143,335,51,68,,
T,2024-03-02 04:22:50,11.16277000,123.70551667,2.30,59.100,,3.139,336,51,68,,
T,2024-03-02 04:22:51,11.16279500,123.70550667,2.30,59.000,,3.134,337,51,68,,
T,2024-03-02 04:22:52,11.16282000,123.70549667,2.30,58.900,,3.132,335,51,68,,
T,2024-03-02 04:22:53,11.16284833,123.70548333,2.30,58.900,,3.127,335,51,68,,
T,2024-03-02 04:22:54,11.16287667,123.70547000,2.30,58.800,,3.125,335,51,68,,
T,2024-03-02 04:22:55,11.16290000,123.70546000,2.30,58.600,,3.093,333,51,68,,
T,2024-03-02 04:22:56,11.16292667,123.70544667,2.30,58.500,,3.082,333,53,68,,
T,2024-03-02 04:22:57,11.16295000,123.70543333,1.90,58.100,,3.077,333,51,68,,
T,2024-03-02 04:22:58,11.16297500,123.70542167,2.00,58.200,,3.064,335,51,68,,
T,2024-03-02 04:22:59,11.16299833,123.70541167,2.10,58.200,,3.051,336,51,68,,
T,2024-03-02 04:23:00,11.16302167,123.70540167,1.90,58.500,,3.048,337,51,68,,
T,2024-03-02 04:23:01,11.16305000,123.70539000,2.00,58.200,,3.031,338,50,68,,
T,2024-03-02 04:23:02,11.16307667,123.70537833,2.10,57.900,,2.992,338,50,68,,
T,2024-03-02 04:23:03,11.16310000,123.70537333,1.90,57.000,,2.981,339,51,68,,
T,2024-03-02 04:23:04,11.16312500,123.70536167,1.80,57.100,,2.963,338,51,68,,
T,2024-03-02 04:23:05,11.16314500,123.70535500,1.80,57.200,,2.958,340,51,68,,
T,2024-03-02 04:23:06,11.16316833,123.70534667,1.80,57.200,,2.938,339,51,68,,
T,2024-03-02 04:23:07,11.16319000,123.70534000,1.70,57.500,,2.895,340,51,68,,
T,2024-03-02 04:23:08,11.16321000,123.70533167,1.70,57.600,,2.884,340,52,68,,
T,2024-03-02 04:23:09,11.16323667,123.70532500,1.70,57.500,,2.862,341,52,68,,
T,2024-03-02 04:23:10,11.16326333,123.70531500,1.70,57.200,,2.836,344,52,68,,
T,2024-03-02 04:23:11,11.16328500,123.70530667,1.70,57.300,,2.809,345,52,68,,
T,2024-03-02 04:23:12,11.16330500,123.70530167,1.70,57.200,,2.801,347,53,68,,
T,2024-03-02 04:23:13,11.16332500,123.70529667,1.70,57.300,,2.774,345,53,68,,
T,2024-03-02 04:23:14,11.16334833,123.70529000,1.70,57.400,,2.744,346,53,68,,
T,2024-03-02 04:23:15,11.16337000,123.70528333,1.70,57.700,,2.704,345,53,68,,
T,2024-03-02 04:23:16,11.16339167,123.70527833,1.70,57.900,,2.696,346,52,68,,
T,2024-03-02 04:23:17,11.16341833,123.70527333,1.70,58.000,,2.732,346,53,68,,
T,2024-03-02 04:23:18,11.16344500,123.70526667,1.70,58.000,,2.734,347,52,68,,
T,2024-03-02 04:23:19,11.16347000,123.70526167,1.90,57.900,,2.744,348,53,68,,
T,2024-03-02 04:23:20,11.16349833,123.70525500,1.80,57.900,,2.751,350,52,68,,
T,2024-03-02 04:23:21,11.16352333,123.70525167,1.70,58.300,,2.753,351,54,68,,
T,2024-03-02 04:23:22,11.16354833,123.70524667,1.70,58.400,,2.766,354,54,68,,
T,2024-03-02 04:23:23,11.16357500,123.70524500,1.70,58.400,,2.793,355,54,68,,
T,2024-03-02 04:23:24,11.16360000,123.70524167,1.70,58.500,,2.817,357,55,68,,
T,2024-03-02 04:23:25,11.16362667,123.70524000,1.60,58.600,,2.859,359,55,68,,
T,2024-03-02 04:23:26,11.16365167,123.70524000,1.70,59.200,,2.880,0,55,68,,
T,2024-03-02 04:23:27,11.16368000,123.70524000,1.70,59.200,,2.905,1,55,68,,
T,2024-03-02 04:23:28,11.16371500,123.70524167,1.60,59.000,,2.972,3,56,68,,
T,2024-03-02 04:23:29,11.16374833,123.70524333,1.70,59.000,,3.045,5,54,68,,
T,2024-03-02 04:23:30,11.16378333,123.70524667,1.90,58.900,,3.151,7,53,68,,
T,2024-03-02 04:23:31,11.16381833,123.70525000,2.10,58.800,,3.277,8,53,68,,
T,2024-03-02 04:23:32,11.16385500,123.70525667,2.20,58.700,,3.398,10,54,68,,
T,2024-03-02 04:23:33,11.16389333,123.70526333,2.20,58.500,,3.515,12,54,68,,
T,2024-03-02 04:23:34,11.16393000,123.70527000,2.30,58.300,,3.634,13,54,68,,
T,2024-03-02 04:23:35,11.16396833,123.70528000,2.30,58.200,,3.773,13,54,68,,
T,2024-03-02 04:23:36,11.16400667,123.70528833,2.30,58.000,,3.892,15,54,68,,
T,2024-03-02 04:23:37,11.16404333,123.70529833,2.30,57.900,,3.990,17,55,68,,
T,2024-03-02 04:23:38,11.16408000,123.70531000,2.30,57.900,,4.041,17,55,68,,
T,2024-03-02 04:23:39,11.16411667,123.70532167,2.30,57.900,,4.087,17,55,68,,
T,2024-03-02 04:23:40,11.16415333,123.70533167,2.30,57.700,,4.124,17,53,68,,
T,2024-03-02 04:23:41,11.16419000,123.70534333,2.30,57.600,,4.143,19,53,68,,
T,2024-03-02 04:23:42,11.16422500,123.70535667,2.30,57.400,,4.162,19,54,68,,
T,2024-03-02 04:23:43,11.16426833,123.70537167,2.30,57.600,,4.168,19,55,68,,
T,2024-03-02 04:23:44,11.16430333,123.70538333,2.30,57.600,,4.175,21,55,68,,
T,2024-03-02 04:23:45,11.16433667,123.70539667,2.30,57.700,,4.155,21,55,68,,
T,2024-03-02 04:23:46,11.16436833,123.70540833,2.30,57.800,,4.150,21,55,68,,
T,2024-03-02 04:23:47,11.16440167,123.70542167,2.30,58.000,,4.126,23,52,68,,
T,2024-03-02 04:23:48,11.16443333,123.70543500,2.30,58.200,,4.116,22,52,68,,
T,2024-03-02 04:23:49,11.16446667,123.70544833,2.30,58.200,,4.092,23,53,68,,
T,2024-03-02 04:23:50,11.16449833,123.70546167,2.30,58.200,,4.045,23,54,68,,
T,2024-03-02 04:23:51,11.16453000,123.70547500,2.30,58.100,,4.006,25,55,68,,
T,2024-03-02 04:23:52,11.16456000,123.70549000,2.30,58.200,,3.950,26,55,68,,
T,2024-03-02 04:23:53,11.16459167,123.70550500,2.30,58.100,,3.907,27,55,68,,
T,2024-03-02 04:23:54,11.16462167,123.70552000,2.30,58.000,,3.862,28,54,68,,
T,2024-03-02 04:23:55,11.16465167,123.70553667,2.30,57.900,,3.791,30,54,68,,
T,2024-03-02 04:23:56,11.16467833,123.70555333,2.30,58.200,,3.722,33,53,68,,
T,2024-03-02 04:23:57,11.16470500,123.70557000,2.30,58.400,,3.682,35,54,68,,
T,2024-03-02 04:23:58,11.16473167,123.70559000,2.30,58.600,,3.668,38,54,68,,
T,2024-03-02 04:23:59,11.16475667,123.70561000,2.30,58.700,,3.643,40,55,68,,
T,2024-03-02 04:24:00,11.16478167,123.70563167,2.30,58.800,,3.625,43,54,68,,
T,2024-03-02 04:24:01,11.16480833,123.70565667,2.30,59.200,,3.628,48,54,68,,
T,2024-03-02 04:24:02,11.16483167,123.70568333,2.40,59.200,,3.665,49,53,68,,
T,2024-03-02 04:24:03,11.16485500,123.70571167,2.40,59.100,,3.687,53,52,68,,
T,2024-03-02 04:24:04,11.16487500,123.70574000,2.40,58.900,,3.694,55,52,68,,
T,2024-03-02 04:24:05,11.16489500,123.70576833,2.40,58.600,,3.700,57,52,68,,
T,2024-03-02 04:24:06,11.16491167,123.70579500,2.30,58.300,,3.716,58,53,68,,
T,2024-03-02 04:24:07,11.16492500,123.70581833,2.30,57.800,,3.707,60,53,68,,
T,2024-03-02 04:24:08,11.16494167,123.70585000,2.30,57.500,,3.674,61,51,68,,
T,2024-03-02 04:24:09,11.16495667,123.70587667,2.30,57.100,,3.630,62,52,68,,
T,2024-03-02 04:24:10,11.16497167,123.70590833,2.30,57.000,,3.627,63,51,68,,
T,2024-03-02 04:24:11,11.16499000,123.70594500,2.30,56.700,,3.607,64,50,68,,
T,2024-03-02 04:24:12,11.16500167,123.70597167,2.30,56.600,,3.529,64,49,68,,
T,2024-03-02 04:24:13,11.16501333,123.70600000,2.30,56.700,,3.488,65,49,68,,
T,2024-03-02 04:24:14,11.16502667,123.70602833,2.30,56.600,,3.463,65,48,68,,
T,2024-03-02 04:24:15,11.16503833,123.70605667,2.30,56.400,,3.463,65,50,68,,
T,2024-03-02 04:24:16,11.16505167,123.70608667,2.30,56.500,,3.459,64,51,68,,
T,2024-03-02 04:24:17,11.16506500,123.70611667,2.30,56.500,,3.462,64,51,68,,
T,2024-03-02 04:24:18,11.16507833,123.70614667,2.30,56.700,,3.478,64,51,68,,
T,2024-03-02 04:24:19,11.16509167,123.70617833,2.30,56.800,,3.499,64,52,68,,
T,2024-03-02 04:24:20,11.16510500,123.70620667,2.30,56.800,,3.500,64,52,68,,
T,2024-03-02 04:24:21,11.16511667,123.70623500,2.40,56.600,,3.493,63,52,68,,
T,2024-03-02 04:24:22,11.16513000,123.70626500,2.40,56.300,,3.505,64,52,68,,
T,2024-03-02 04:24:23,11.16514333,123.70629333,2.40,56.300,,3.503,63,52,68,,
T,2024-03-02 04:24:24,11.16515500,123.70632333,2.40,56.100,,3.487,63,51,68,,
T,2024-03-02 04:24:25,11.16516833,123.70635000,2.30,56.000,,3.494,62,52,68,,
T,2024-03-02 04:24:26,11.16518000,123.70637833,2.30,56.000,,3.459,61,52,68,,
T,2024-03-02 04:24:27,11.16519333,123.70640500,2.30,56.000,,3.471,61,52,68,,
T,2024-03-02 04:24:28,11.16520833,123.70643333,2.30,56.100,,3.456,60,51,68,,
T,2024-03-02 04:24:29,11.16522167,123.70646167,2.30,56.100,,3.466,61,52,68,,
T,2024-03-02 04:24:30,11.16523500,123.70648833,2.30,56.000,,3.435,61,53,68,,
T,2024-03-02 04:24:31,11.16524833,123.70651500,2.30,55.800,,3.430,61,53,68,,
T,2024-03-02 04:24:32,11.16526000,123.70654000,2.30,55.400,,3.378,61,54,68,,
T,2024-03-02 04:24:33,11.16527167,123.70656500,2.30,55.300,,3.329,61,54,68,,
T,2024-03-02 04:24:34,11.16528333,123.70659167,2.10,55.500,,3.274,62,54,68,,
T,2024-03-02 04:24:35,11.16529500,123.70661500,2.10,55.500,,3.176,60,54,68,,
T,2024-03-02 04:24:36,11.16530333,123.70663667,2.00,55.600,,3.126,61,54,68,,
T,2024-03-02 04:24:37,11.16531500,123.70666000,1.90,55.600,,3.035,60,54,68,,
T,2024-03-02 04:24:38,11.16532333,123.70668167,1.90,55.300,,2.948,59,55,68,,
T,2024-03-02 04:24:39,11.16533167,123.70670000,1.80,54.800,,2.841,58,55,68,,
T,2024-03-02 04:24:40,11.16534000,123.70671833,1.80,54.600,,2.759,57,55,68,,
T,2024-03-02 04:24:41,11.16535167,123.70673833,1.80,54.700,,2.659,57,52,68,,
T,2024-03-02 04:24:42,11.16536000,123.70675667,1.80,54.700,,2.590,58,52,68,,
T,2024-03-02 04:24:43,11.16536833,123.70677167,1.80,54.600,,2.496,57,53,68,,
T,2024-03-02 04:24:44,11.16537500,123.70678667,1.80,54.400,,2.435,57,53,68,,
T,2024-03-02 04:24:45,11.16538333,123.70680333,1.80,54.500,,2.405,56,53,68,,
T,2024-03-02 04:24:46,11.16539333,123.70682167,1.80,54.700,,2.343,55,54,68,,
T,2024-03-02 04:24:47,11.16540000,123.70683667,1.80,55.200,,2.261,54,54,68,,
T,2024-03-02 04:24:48,11.16541000,123.70685000,1.80,55.800,,2.204,54,53,68,,
T,2024-03-02 04:24:49,11.16541667,123.70686333,1.80,56.400,,2.165,54,54,68,,
